주소,충전소명,시설구분,기종,급속충전량,충전기타입,충전기ID
서울특별시 송파구 성내천로 211,우방아파트,아파트,완속,,AC완속,4
서울특별시 송파구 성내천로 211,우방아파트,아파트,완속,,AC완속,5
서울특별시 송파구 성내천로 236,서울송파 마천삼익아파트,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로 236,서울송파 마천삼익아파트,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로 6,송파레미니스아파트102동,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로 6,송파레미니스아파트102동,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로 6,송파레미니스아파트103동,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로 6,송파레미니스아파트103동,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로 6,송파레미니스아파트105동,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로 6,송파레미니스아파트105동,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로 87,오금우방아파트,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로 87,오금우방아파트,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로 87,오금우방아파트,아파트,완속,,AC완속,3
서울특별시 송파구 성내천로 87,오금우방아파트,아파트,완속,,AC완속,4
서울특별시 송파구 성내천로 87,오금우방아파트,아파트,완속,,AC완속,5
서울특별시 송파구 성내천로 87,오금우방아파트,아파트,완속,,AC완속,6
서울특별시 송파구 성내천로21길 11,신동아파밀리에아파트,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로21길 11,신동아파밀리에아파트,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로21길 11,신동아파밀리에아파트,아파트,완속,,AC완속,3
서울특별시 송파구 성내천로21길 20-22,마천동 더 라음 맨션 (저압수용가),기타,완속,,AC완속,1
서울특별시 송파구 성내천로21길 20-22,마천동 더 라음 맨션 (저압수용가),기타,완속,,AC완속,2
서울특별시 송파구 성내천로299-7,마천동2공영주차장,공영주차장,급속,급속(100kW멀티),DC차데모+AC3상+DC콤보,1
서울특별시 송파구 성내천로33가길20,천마공영주차장,공영주차장,급속,급속(100kW멀티),DC차데모+AC3상+DC콤보,1
서울특별시 송파구 성내천로43길 5,마천동1 공영주차창,공영주차장,급속,,DC콤보,1
서울특별시 송파구 성내천로43길 5,마천동1 공영주차창,공영주차장,급속,,DC콤보,2
서울특별시 송파구 성내천로43길 6,마천동1공영주차장,일반주차장,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 성내천로47길 22,송파파크데일3단지,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로47길 22,송파파크데일3단지,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,1
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,2
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,3
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,4
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,5
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,6
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,7
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,8
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,9
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,10
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,11
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,12
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,13
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,14
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,15
서울특별시 송파구 성내천로47길 38,송파파크데일2단지,아파트,완속,,AC완속,16
서울특별시 송파구 송이로 123,국립경찰병원,지자체시설,완속,,AC완속,1
서울특별시 송파구 송이로 123,국립경찰병원,지자체시설,완속,,AC완속,2
서울특별시 송파구 송이로 32,서울시 송파구 송파2동주민센터,주민센터,완속,,AC완속,1
서울특별시 송파구 송이로 50,송파SK아파트 충전소(ENH),아파트,완속,,AC완속,1
서울특별시 송파구 송이로 50,송파SK아파트 충전소(ENH),아파트,완속,,AC완속,11
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,1
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,2
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,3
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,4
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,5
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,6
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,7
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,8
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,9
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,10
서울특별시 송파구 송이로15길 31,가락2차쌍용,아파트,완속,,AC완속,11
서울특별시 송파구 송파대로 155,SGIT_송파농업협동조합,주민센터,급속,,DC콤보,1
서울특별시 송파구 송파대로 155,SGIT_송파농업협동조합,주민센터,급속,,DC콤보,2
"서울특별시 송파구 송파대로 155 (문정동, NH송파농협)",송파농업협동조합(교보리얼코),사업장(사옥),완속,,AC완속,1
"서울특별시 송파구 송파대로 155 (문정동, NH송파농협)",송파농업협동조합(교보리얼코),사업장(사옥),완속,,AC완속,2
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,1
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,2
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,3
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,4
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,5
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,6
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,7
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,8
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,9
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,10
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,11
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,12
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,13
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,14
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,15
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,16
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,17
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,18
서울특별시 송파구 송파대로 167,서울시 송파구 문정역테라타워,사업장(사옥),완속,,AC완속,19
